participant,PC1,PC2
R01,9.356979839478852,-0.7733997398991159
R02,0.8130401943720453,3.6810913942433423
R03,-5.360360449442751,-3.8426326752870663
R04,7.44899496865429,-1.6540738129419386
R05,3.842888821294676,-2.2229383103293654
R06,-6.014542018381297,-2.1832538760422486
R07,-0.7318206679138078,6.486895313422888
R08,-5.831039564608816,-0.18917653217927785
R09,-1.1165480175945213,-2.5547128607605507
R10,-2.4075931058586666,3.252201099773333
